task_id,label,explanation
23904,E1,"Grant writing is a text-generation task (project narrative, aims, budgets, biosketches); an LLM can produce strong first drafts and polish revisions, easily reducing writing time by more than half."
16805,E0,"Performing wet-lab procedures (sequencing, cloning, gel electrophoresis, etc.) is physical bench work; an LLM cannot perform or materially accelerate the hands-on time."
16815,E0,"“Conduct research” here includes carrying out laboratory experiments as well as analysis; the physical bench component dominates effort, so LLM access cannot halve total task time."
23905,E1,"Writing or reviewing manuscripts, reports, and slide decks is text creation/editing; an LLM can draft, edit, summarize, and format, more than halving the effort."
16808,E0,"Actual instruction of students (lecturing, mentoring in person, answering live questions) is highly interactive and face-to-face; an LLM can help prep materials but cannot halve the real teaching time."
16810,E2,"Coordinating and prioritizing lab activities could be sped up with custom LLM-based scheduling/communication tools, though the raw chat interface alone is unlikely to save 50 % of the coordination effort."
16814,E1,"Compiling/analyzing experimental data (summaries, statistical scripts) and redesigning experiments are text- and code-centric; the LLM can write analysis code and propose revisions, cutting this portion of work by half."
16809,E1,"Evaluating new technologies mainly involves literature review and comparative analysis of written specs; an LLM can rapidly summarize papers and highlight pros/cons, halving the review time."
16804,E2,"Providing high-level scientific direction involves meetings, judgments, and strategy. An LLM can supply background memos and draft guidance, but cannot alone cut the hands-on leadership time by 50 %; dedicated tooling could."
16802,E0,"Supervising personnel/postdocs requires continuous human interaction, feedback, and conflict resolution; an LLM may draft feedback but cannot meaningfully reduce supervision time."
16806,E0,"Monitoring or operating chromatography units, flow sorters, thermocyclers, etc. is entirely physical; the LLM cannot shorten hands-on equipment operation."
16816,E0,"Applied research aimed at disease tests, crops, or biopharma still necessitates substantial laboratory experimentation; LLM help with writing/analysis is insufficient to halve total task time."
16799,E1,"Drafting procedural guidelines is a writing task; an LLM can generate first drafts, standardize language, and incorporate regulations, clearly cutting writing time by more than half."
16811,E1,"Designing cell-based assays centers on protocol design, reagent lists, and analytical plans—all text/code. An LLM can propose assay formats and write protocols, greatly shortening design time."
16800,E2,"Coordinating cross-disciplinary research involves meetings and ongoing discussions; LLM-powered collaboration platforms could help, but plain chat access alone is unlikely to halve the coordination workload."
16796,E2,"Verifying use of financial, physical, and human resources is a project-management/audit task; with specialized LLM software tied to budgets and inventories this could be halved, but a bare chat interface cannot."
16798,E1,"Evaluating new supplies/equipment mostly requires reading brochures, protocols, and specs; an LLM can summarize and compare options, halving the literature-review component."
16797,E2,"Full bioproduct development spans market analysis, lab experiments, and cross-team collaboration; LLM aids some sub-tasks but cannot alone halve the end-to-end workload—dedicated integrated tools would be needed."
16801,E2,Discussing customization with vendors is interactive and often synchronous; an LLM can draft emails or talking points but does not halve negotiation/communication time without deeper integration into procurement systems.
16812,E1,"Designing databases (e.g., schema for mutagenesis libraries) is a code/architecture exercise; an LLM can propose schema, write SQL, and generate documentation, easily cutting design time by more than half."
18618,E1,"Report drafting, structuring, and polishing are text-heavy tasks the LLM can speed up well beyond 50 %."
9104,E0,"“Conduct” involves planning plus substantial fieldwork/ instrumentation that the LLM cannot perform, so overall time is not halved."
9108,E0,"Physical measurement dominates; the LLM can only help graph afterward, not enough to cut total effort by half."
9116,E1,"Literature review, synthesis, and outreach writing are primarily textual and can be greatly accelerated by the LLM."
9102,E0,"Supervising people and daily coordination are interpersonal, real-time activities the LLM cannot execute directly."
9105,E1,Analyzing datasets and writing issue studies are desk tasks the LLM can expedite substantially.
9107,E1,Turning findings into written mitigation plans/recommendations is text work that the LLM can draft quickly.
9100,E1,Studying/discussing water distributions relies heavily on data analysis and documentation that the LLM can streamline.
9112,E0,Installing and calibrating instruments requires hands-on field activity beyond the LLM’s scope.
18617,E1,Coding and refining hydrologic prediction models are classic text-and-code tasks the LLM can speed up.
9115,E1,Desk-based analysis and write-ups of hydrologic components are amenable to LLM-assisted summarization and drafting.
9119,E1,Evaluating data sets and writing impact assessments are text-centric and can be cut well over 50 % with the LLM.
9106,E0,Collecting/processing physical water samples is lab/field work the LLM can’t materially accelerate.
9103,E1,Preparing written hydrogeologic evaluations is largely document production suited to LLM assistance.
9113,E1,Reviewing data and writing feasibility recommendations are analytical writing tasks the LLM can expedite.
9111,E1,Developing or revising study methodologies is conceptual/textual; LLM can generate drafts and comparisons quickly.
9118,E1,Screening permit documents and drafting recommendation letters are document-review tasks the LLM can handle.
9120,E0,Monitoring contractors and enforcing rules require on-site observation and authority the LLM lacks.
9110,E1,Drafting technical answers and guidance for contractors/public is a pure text activity well suited to the LLM.
9123,E0,Investigating glacial/cryospheric properties commonly demands field or image analysis outside plain text scope.
9114,E1,Climate assessments involve data interpretation and report writing that the LLM can accelerate materially.
9121,E0,"Administering sealing programs includes inspections, compliance actions, and stakeholder management beyond text help."
9109,E0,Resolving complaints entails field investigation and stakeholder negotiation; LLM aids only small document portion.
9117,E0,Designing civil works and supervising construction require engineering drawings and on-site oversight beyond LLM.
9122,E1,"Compiling data, scripting map/chart generation, and writing forecasts are data/text tasks the LLM can speed up >50 %."
18270,E1,"LLM can draft analysis plans, write code/scripts (e.g., Python-GIS workflows), and explain statistical methods, halving data-analysis time."
18256,E1,"Same: model can generate imagery-processing code and step-by-step GIS instructions, sharply cutting analysis effort."
18258,E1,Integrating multiple geospatial layers is mostly scripting/query work that the LLM can automate or template.
18260,E1,"Naming conventions, metadata templates, and database-maintenance scripts can be produced by the LLM, speeding organization."
18265,E1,"Model can write batch-conversion or re-projection code and suggest compression/tiling settings, halving formatting time."
18259,E1,"Drafting text, figures’ captions, executive summaries, and slide outlines is squarely within LLM strengths."
18267,E0,"Actual discussion and negotiation with colleagues is interpersonal and real-time; the LLM can only help with preparation, not cut the live task in half."
18261,E1,"Writing land-cover classification pipelines (e.g., using rasterio, scikit-learn) can be largely automated via chat prompts."
18262,E1,Designing collection/analysis/display strategies is largely conceptual and documentation-heavy; the model can draft plans and options quickly.
18257,E1,"Schema design, SQL creation, and documentation for geospatial databases can be generated by the LLM."
18264,E0,Physically gathering climatic or field-survey data requires on-site work the model cannot perform or halve.
18271,E2,Quality monitoring would benefit from a bespoke dashboard that streams sensor logs through an LLM for anomaly alerts; chat alone is insufficient.
18277,E1,"Creating lesson plans, slide decks, and step-by-step tutorials can be automated with the model, reducing preparation time >50 %."
18276,E0,Physically setting up or maintaining sensors/hardware cannot be accelerated substantially by a text interface.
18263,E0,Directing implementation/operations is primarily managerial and people-oriented; LLM help with memos doesn’t halve the effort.
18273,E1,"The model can summarize papers and draft notes, cutting literature-review time even though meeting attendance itself remains."
18266,E1,"For conceptual research, the LLM can suggest hypotheses, draft methods sections, and survey prior work, greatly speeding early stages."
18275,E2,"Recommending new hardware/software needs up-to-date specs; with an app that feeds current product data to the LLM this could be halved, but chat alone lacks fresh facts."
19774,E1,Writing scripts to derive biomass or carbon metrics and drafting impact reports can be mostly automated via the model.
18268,E1,"LLM can generate image-artifact-correction algorithms and code samples, accelerating routine creation."
18269,E1,"Prototyping new analytical techniques or sensor concepts begins with literature reviews and algorithm drafts, both well supported by the model."
18274,E0,Fieldwork requires physical presence and instrument handling; LLM cannot meaningfully shorten this.
19773,E1,"The model can create end-to-end scripts for surface-water modelling, dust detection, etc., and write interpretive text, halving task time."
18272,E0,Directing installation/testing of hardware is hands-on and coordination-heavy; text assistance does not reduce the task by 50 %.
5606,E2,"Record-keeping is largely data entry inside a student-information system; a stand-alone chat tool helps little, but an LLM-enabled SIS that auto-summarizes sessions and fills forms could easily halve the time."
18627,E2,"The core activity is live student counseling; a future LLM chatbot or scheduling/decision-support layer could off-load much of the routine guidance, but a plain chat window cannot."
5608,E0,Crisis intervention is an in-person responsibility that requires real-time human judgment and presence; text assistance cannot materially shorten it.
23990,E0,Personal or group counseling depends on direct human interaction and rapport; LLM text help cannot cut the counselor’s time by half.
5631,E1,"Reviewing credits and drafting recommendation letters are text-heavy tasks that the counselor can paste into the model, which can check requirements and generate letters, saving well over 50 % of writing time."
5611,E0,Motivating and encouraging students happens through live interaction; LLM may supply talking points but does not reduce the interactive time significantly.
23991,E2,"Creating referral lists and templated emails could be automated by an LLM-powered directory tool, though a raw chat interface alone cannot access local provider databases."
5632,E2,Matching students to programs could be sped up by an LLM application that ingests interest inventory data and school catalogs; simple chat access lacks those data feeds.
18625,E2,"Administering and scoring assessments could be automated by an LLM-based testing platform, but the counselor still must conduct interviews; chat alone is insufficient."
5616,E2,"Up-to-date college, aid, and apprenticeship facts require retrieval; an LLM with search integration would halve prep time, whereas bare chat risks outdated information."
5621,E0,Follow-up interviews are person-to-person conversations whose duration is fixed by the interaction itself.
5626,E1,"The model can instantly generate résumé templates, job-search checklists, and mock-interview questions, letting the counselor deliver the same instruction in less than half the prep time."
5625,E2,Determining aid or training needs could be streamlined by an LLM form-filling triage tool; stand-alone chat cannot access agency databases.
18631,E1,"Drafting agendas, emails, flyers, and schedules for career events is text production that an LLM can largely automate, halving planning effort."
18630,E0,Physically attending meetings and conferences cannot be shortened by text assistance.
5619,E2,"Lesson creation can be accelerated by LLM, but actual teaching time dominates; integrated slide/handout generators could reach the 50 % mark."
5624,E2,"Planning orientation materials can be automated by LLM software, but conducting the sessions still requires significant human time."
5627,E0,Publicly addressing groups mainly involves live speaking time that the LLM cannot remove (speech-drafting time is minor in comparison).
5623,E1,"Writing periodic administrative reports is almost entirely text generation that the LLM can draft from bullet notes, easily saving more than half the time."
5630,E1,"Producing information packets or emails for faculty is document creation well suited to direct LLM assistance, cutting effort by over 50 %."
18628,E2,Building master schedules and revising programs could be sped up by an LLM-driven scheduling tool; a simple chat interface lacks data integration.
18634,E2,Recruitment event planning involves much templated communication and scheduling that an LLM-based CRM could automate; raw chat alone will not integrate with outreach systems.
18626,E0,Detecting abuse cases and persuading families requires sensitive face-to-face interaction; LLM support cannot replace that time.
18624,E0,"Conferencing with parents, teachers, and administrators is live discussion the LLM cannot meaningfully shorten."
5633,E2,"Developing curricula for prevention programs can be automated by an LLM, but delivering classes still takes human time; specialized software could reach the 50 % threshold."
5634,E0,Physically providing devices and assistance to students with disabilities requires on-site action beyond text capabilities.
18632,E2,"Drafting behavior policies can be handled by LLM, yet enforcement is human; a policy-generation app could halve drafting effort."
18635,E0,"Supervising and training staff is an interpersonal, observational activity not reducible by a chat model."
5636,E0,Conducting intake interviews necessitates real-time conversation; LLM note-taking would not halve the interview duration.
5629,E1,"Compiling occupational and economic data and summarizing it for students is a research-and-writing task the LLM can do directly, more than halving manual effort."
18633,E0,Building employer relationships relies on networking and ongoing human interaction that text automation cannot substantially shorten.
5637,E2,"An LLM could draft program guidelines and training materials for peer tutoring, but supervision still takes human time; a purpose-built app could hit 50 % savings."
18629,E0,Observing students’ behavior and health is an in-person activity outside LLM scope.
5639,E2,Matching students to employers could be automated by an LLM-enhanced placement system; plain chat lacks employer databases.
5640,E0,Sponsoring clubs and contests requires on-site presence and supervision that a text model cannot replace.
18491,E1,"Drafting affidavits and other correspondence is a text-generation task the LLM can do directly; organizing electronic files can be semi-automated with its instructions, so total effort is cut well over half."
23994,E1,"Preparing, editing, and reviewing legal documents is almost entirely text work that the LLM can draft, red-line, and analyze, saving more than 50 % of the time."
21062,E2,"Fact- and law-finding requires searching external databases and the open web; an LLM-powered research tool that fetches sources and lets the model summarize them would cut the work in half, but the bare chat model cannot."
18492,E2,"Physically/ digitally gathering and labeling exhibits still takes manual effort, but software that feeds the documents to an LLM to auto-create exhibit lists, captions, and indices would halve the preparation time."
18493,E0,The core of the task is live interaction with clients and professionals; an LLM can supply talking points but cannot eliminate most of the meeting time.
1636,E2,"Gathering statutes, cases, and articles needs database searching; an LLM-enhanced legal-research platform (like today’s emerging tools) could retrieve and summarize sources, halving the effort, whereas the chat model alone cannot."
18494,E0,Filing pleadings involves logging into court e-filing systems or visiting the clerk—steps the LLM cannot perform; drafting help does not remove the bulk of the filing time.
1639,E0,Coordinating office logistics and arranging physical delivery of subpoenas are people- and task-management activities that still require human follow-through; chat assistance offers little time savings.
1638,E0,"Contacting witnesses and securing their attendance is largely interpersonal outreach (calls, emails, scheduling) that an LLM cannot execute autonomously, so time savings are minimal."
18496,E0,"Arbitrating disputes and attending closings demand real-time human judgment and presence; while the LLM can draft summaries of title searches, it cannot conduct the arbitration itself, so overall time is not halved."
1642,E0,Appraising and inventorying property requires on-site inspection and valuation—physical tasks outside the LLM’s scope.
1641,E2,"Monitoring legal volumes for updates could be streamlined by software that regularly scrapes publishers’ feeds and has the LLM flag needed replacements; with such a tool, the work time could be reduced by more than half."
6378,E1,"An LLM can read a rubric, ingest each submission, suggest scores, and draft individualized feedback, cutting grading time well beyond half."
6379,E0,Real-time classroom discussion requires in-person facilitation and social management that a text-only LLM cannot perform.
20104,E1,"The model can quickly outline topics, draft lecture notes, examples, and slide text, reducing preparation time by more than half, though the teacher still delivers the lecture."
6382,E1,"The LLM can generate exam questions/answer keys and grade written responses or build grading scripts, greatly accelerating the process."
6381,E1,"Syllabi, homework sets, and handouts are text artifacts the model can draft or revise directly on request."
6383,E1,"Feeding recent papers into the chat, the LLM can summarize, highlight debates, and draft notes, making it faster to stay current even though final reading/judgment remains human."
6384,E1,"The model can write spreadsheet formulas, database queries, or short scripts to automate attendance and grade calculations, halving record-keeping time."
20105,E1,"Drafting sections, refining prose, suggesting structures, and formatting references are all well within direct LLM assistance."
6390,E0,"Department-head duties involve meetings, budgeting, and personnel decisions where text help is marginal relative to total time spent."
6389,E1,"Literature reviews, argument mapping, and manuscript drafting can be sped up substantially with direct LLM help, even though original insight remains human."
6385,E1,"The LLM can critique existing curricula, suggest readings/activities, and draft revised materials quickly."
6386,E0,Holding office hours is fundamentally a live interpersonal activity; LLM prompts cannot remove the need to be present for students.
6388,E0,Academic and career advising depends on personal interaction and institutional knowledge; LLM help won’t halve the adviser’s required time.
6396,E0,"Supervising student research/teaching involves observation, feedback meetings, and assessment beyond what a text assistant can replace."
6387,E1,"The model can generate comparison tables of textbooks, summarize reviews, and draft ordering justifications, speeding selection markedly."
6392,E0,"Effective collaboration entails meetings, negotiations, and shared decisions; drafting documents is a small fraction of the time."
6391,E0,Committee service is dominated by synchronous discussion and decision-making that text suggestions cannot meaningfully replace.
6395,E0,"Recruitment and registration require live events, interviews, and institutional processes where LLM drafting of materials offers limited overall savings."
6394,E1,"The LLM can instantly generate or format specialized bibliographies in required citation styles, cutting the task time drastically."
6393,E0,Participation in events is intrinsically physical and social; an LLM cannot stand in for attendance.
6397,E0,"Advising student organizations requires meetings, mentoring, and oversight not reducible by a chat assistant."
6398,E1,"Grant writing is text-intensive; the LLM can draft aims, budgets narratives, and revise to fit guidelines, easily halving effort."
6673,E0,"Classroom instruction, discussion, and demonstrations all require the teacher’s real-time physical and social presence; chat access to an LLM cannot cut that in-person time by half."
6674,E0,Setting and enforcing behavior rules is an on-site classroom-management activity that the LLM cannot perform or halve.
6671,E1,"The “prepare materials” portion (worksheets, slides, handouts) can be generated or adapted by an LLM in minutes instead of hours, cutting preparation time well over 50 %; only the physical room setup remains manual."
6675,E0,"Observing students’ behavior, development, and health is a live, in-class activity; the LLM can help write notes afterward, but cannot eliminate even half the observation time."
6681,E0,Delivering systematic occupation-specific instruction is fundamentally face-to-face teaching; an LLM cannot replace or halve that class time.
6676,E0,Monitoring students’ use of tools and ensuring safety must be done in person; the LLM offers negligible time savings.
6682,E1,"Drafting clear lesson objectives and wording them for students can be off-loaded to the LLM, cutting the planning/write-up time by more than half."
6683,E1,"The LLM can rapidly create slide decks, scripts, and multimedia suggestions, reducing prep time for computer/AV-supported presentations well beyond 50 %."
6688,E0,Guiding and counseling students depends on live interpersonal interaction; an LLM cannot meaningfully shorten that contact time.
6672,E2,"Accurate record keeping is tied to school information systems; an LLM-powered layer integrated with those systems could auto-populate narratives and summaries, halving effort, but plain chat access alone cannot."
6677,E0,"Although planning could be helped, the “conduct” portion (running activities, supervising) dominates the time, so overall time savings stay below 50 %."
6678,E1,"The LLM can draft tests, answer keys, rubrics, and even grade written work given student responses, easily reducing preparation and grading time by over half."
6680,E1,"Generating and grading classwork/homework can largely be automated or streamlined with the LLM, cutting required time more than 50 %."
6679,E0,Enforcing school policies is real-time supervisory work; the LLM cannot perform or significantly shorten it.
6703,E0,Physically assisting students with disabilities or devices is hands-on labor outside the LLM’s scope.
6685,E0,"Motivating and encouraging students is an in-person, relational task; LLM suggestions do not halve the face-to-face time."
6695,E0,Supervising projects and field trips is largely on-site oversight; planning help from an LLM does not cut total task time by 50 %.
6686,E0,Resolving behavioral/academic problems requires live meetings and conversations; the LLM offers limited time reduction.
6690,E1,"The LLM can quickly summarize research articles and emerging trends supplied in text, halving the teacher’s reading/synthesis workload."
6684,E0,Supervising work-experience programs entails on-site coordination and oversight that the LLM cannot replace or halve.
6691,E0,Meetings with professionals are synchronous human interactions; the LLM can draft minutes but cannot reduce meeting time by half.
6692,E0,Implementing remedial programs involves direct teaching time that the LLM cannot substantially shorten.
6687,E1,"Writing course outlines that align with standards can be largely automated with the LLM, cutting drafting time more than 50 %."
6694,E0,"Parent-teacher conferences are live discussions; LLM-generated notes help, but the meeting time itself remains."
6699,E2,"Effective job placement relies on real employer contacts; an LLM-enhanced placement platform could match and message employers and halve effort, but raw chat access alone cannot."
6689,E2,"Selecting, ordering, and inventorying supplies would benefit from an LLM-enabled inventory/procurement system; without such software, chat access gives only minor aid."
6697,E0,Sponsoring clubs and contests requires physical supervision and event attendance beyond the LLM’s reach.
6698,E0,Program development is collaborative and meeting-heavy; the LLM can draft documents but cannot halve overall collaboration time.
6696,E0,Attending conferences and workshops is physical presence/time that the LLM cannot reduce.
6700,E0,Lesson-scheduling meetings are synchronous; the LLM cannot significantly shorten that required interaction.
6693,E1,"Writing mandated reports can be off-loaded to the LLM once raw data are provided, easily more than halving report-writing time."
6701,E0,Staff meetings and committee service require real-time attendance; the LLM offers little time reduction.
6702,E0,Duties like hall monitoring or bus loading are physical supervision tasks outside the LLM’s capability to shorten.
7631,E2,"An LLM in a chat window can draft taxonomies, but organizing large collections item-by-item still takes substantial manual work; a purpose-built LLM tool that ingests the whole archive and bulk-generates metadata/classifications would cut the time by >50 %."
7633,E2,"Answering patron questions quickly would require a chatbot tied to the archive’s full catalog; the LLM alone (without that integration) cannot do so, but an application built on top of it could."
7635,E1,"Writing or polishing item descriptions is a text-generation task that the archivist can off-load directly to the LLM, cutting drafting time well beyond half."
7630,E1,"Designing database schemas, writing import/export scripts, and updating documentation are coding/writing tasks that the LLM can assist with directly, reducing development/maintenance time by at least half."
7637,E1,"Policy statements and access guidelines are long prose documents; the LLM can draft, revise, and format them quickly, halving the writing effort."
7634,E0,"The core of this task is in-person supervision, scheduling, and quality control of staff—activities the LLM cannot materially shorten."
7636,E0,"Physical conservation, digitization, and media transfer require hands-on labor and specialized equipment; an LLM offers only minor advisory help."
7639,E1,"Compiling background histories, drafting provenance notes, and summarizing significance are text-heavy research tasks that the LLM can accelerate substantially."
7638,E0,"Identifying and negotiating for new acquisitions and planning displays rely on field contacts, market knowledge, and curatorial judgment that the LLM cannot meaningfully speed up on its own."
7632,E0,Authenticating and appraising artifacts demands direct physical inspection and expert judgment; an LLM can provide reference material but cannot halve the required effort.
7641,E1,"Creating tour scripts, workshop outlines, promotional copy, and teaching materials are writing-centric tasks the LLM can generate quickly, cutting preparation time by more than half."
7640,E1,"Evaluating items for retention/acquisition involves extensive literature searches and note-taking, which the LLM can draft or summarize, greatly reducing research time."
7642,E1,"Selecting text excerpts is judgment-based, but editing, summarizing, and formatting those documents are text tasks the LLM can perform directly, halving the editorial workload."
1764,E1,"Crafting clear written replies, FAQs, and talking points is the bulk of “responding to media requests”; an LLM can draft those responses or spokesperson blurbs in minutes, cutting writing time well past 50 %."
20555,E1,"The heart of this task is writing strategic communication plans, messages, and schedules—work an LLM can draft, iterate, and polish quickly, halving preparation time for an average practitioner."
23951,E1,"Generating social-media copy, re-writing posts for tone/length, and proposing hashtags or images can all be off-loaded to the LLM, so the human mainly copies text into the platform, reducing effort by more than half."
20554,E1,"Press-release writing is a pure text-generation/editing job; the LLM can draft, re-angle, and proof releases in minutes, easily cutting writing time by over 50 %."
1765,E0,Building and sustaining real-world relationships with community or employee groups is dominated by in-person/phone interaction and ongoing rapport; LLM-generated emails or scripts do not cut total effort by half.
1770,E2,"Identifying internal/external trend data and summarizing it for managers could be sped up dramatically if a tool fed company data into the LLM, but chat access alone can’t join meetings or gather proprietary info, so >50 % savings would need extra software."
1772,E1,"The specialist can role-play Q&A sessions, draft feedback, and create training decks with the LLM, slashing prep/coaching-material creation time by more than half."
1769,E1,"Formulating PR strategies is largely a writing/research exercise; the LLM can outline strategies, briefs, and key messages rapidly, cutting development time at least in half."
20557,E1,"Newsletters and reports are text documents; the LLM can draft, rewrite, and proof them quickly, reducing the editing/creation workload well beyond 50 %."
1768,E2,"Event arranging requires venue outreach, contracting, and logistics; an LLM could auto-generate schedules/emails if integrated with calendars and contact tools, but chat alone won’t halve total coordination time."
1775,E2,"Designing surveys and interpreting raw results could be sped up drastically if survey data flowed directly into the LLM, yet stand-alone chat can’t collect data, so >50 % savings hinges on added software."
19811,E1,"Drafting environmental communication plans and collateral is primarily text work; the LLM can create outlines, slogans, and copy swiftly, halving preparation effort."
1767,E2,"Coordinating with production staff means tracking specs, timelines, and approvals; an LLM-powered workflow tool could cut this time, but plain chat cannot, so additional integration is needed for 50 %+ savings."
1771,E2,"Arranging multi-channel ad campaigns involves negotiating budgets, schedules, and creatives; an LLM could assist if tied to media-buying platforms, but chat alone can’t finish the transactional pieces fast enough."
1773,E1,"Speechwriting is text generation; the LLM can draft or refine speeches and talking points quickly, more than halving writing time even though delivery is still done by the human."
19809,E2,"Crisis-response coordination needs real-time monitoring, approvals, and cross-channel rollout; a dedicated LLM dashboard could help, but chat alone cannot reliably cut overall coordination time by half."
19810,E1,"Creating campaign concepts, slogans, and copy for environmental tech is squarely a writing/ideation task that an LLM can accelerate enough to save over 50 % of the effort."
1774,E2,"Purchasing ad space requires platform log-ins, budget approvals, and transactional steps; an LLM could recommend buys but can’t execute them without additional integrated software, so time savings >50 % needs further tooling."
7720,E0,"Requires face-to-face creative discussion and critical listening with producers and performers; an LLM cannot meaningfully replace or halve that interpersonal, auditory work."
7722,E2,"With additional DAW-integrated software that lets an LLM issue real-time fader/plug-in commands, volume and quality control could be largely automated, but the chat interface alone cannot."
7727,E0,"Actually capturing sound demands physical mic placement, operating recorders, and auditory monitoring; an LLM can give tips but cannot cut the hands-on time in half."
7729,E2,"Source-separation and mixing could be accelerated by an LLM-driven plug-in that chains existing DSP tools and writes automation, yet the bare chat interface is insufficient."
18662,E0,"Setting up and adjusting microphones, cables, and consoles is manual, equipment-heavy work that an LLM cannot perform or shorten substantially."
7724,E1,"Writing and formatting equipment-problem reports are text tasks the LLM can draft quickly, reducing reporting time by more than half while the technician still initiates repairs."
7723,E0,Selecting physical mics and positioning them is hands-on and location-specific; LLM guidance doesn’t eliminate the bulk of the work.
7725,E2,"An LLM-enhanced live-sound or DAW assistant could auto-mix and suggest edits, halving effort, but this requires purpose-built integration beyond chat."
7730,E1,Keeping session logs is primarily text generation; dictating notes to an LLM and having it format time-stamped logs can easily more than halve the clerical workload.
18660,E0,Physically striking and packing gear is entirely manual labor; no textual assistance meaningfully reduces the time required.
7726,E0,"Syncing audio to picture involves precise audio-video alignment tools, not text; without video-processing capability the LLM offers little speed-up."
7728,E0,Operating duplication hardware or DAW export processes is largely mechanical; LLM suggestions provide negligible time savings.
18661,E1,"Converting media is software-driven; the LLM can write batch-conversion scripts and command-line strings, cutting task time well over half."
7731,E1,"MIDI programming is text-like code; the LLM can generate or transform MIDI data and scripts quickly, greatly reducing programming time."
18327,E2,"An LLM-powered dashboard that ingests real-time vitals/labs could flag emergencies and cut evaluation time in half, but using a stand-alone chat window would not."
18334,E2,Continuous status surveillance could be automated with an LLM layer on top of the monitor/EHR; a plain chat interface cannot materially speed bedside monitoring.
18330,E0,Giving drugs is a hands-on activity; an LLM offers negligible time savings.
18333,E2,Software that streams I&O data to an LLM and highlights trends could halve the work; direct chat use would not.
18344,E2,"A task-prioritization tool that synthesizes all patient data with an LLM could save >50 % of planning time, but chat alone cannot."
18339,E1,"If the nurse copies test results into chat, the LLM can instantly summarize and analyze, halving the manual write-up effort."
18340,E0,Detecting breath sounds and patterns requires in-person assessment; an LLM cannot replace that.
18335,E0,Pain or sedation assessment depends on direct patient interaction and observation.
18337,E2,An LLM-enabled shared workspace could draft multidisciplinary plans quickly; chat alone does not cut collaboration time by half.
18341,E1,"The nurse can dictate findings and have the LLM structure and polish the chart note, substantially reducing documentation time."
18338,E0,Specimen collection is purely physical.
18332,E0,Setting up and adjusting devices is a manual task; LLM help is marginal.
18329,E0,Blood administration and reaction monitoring are hands-on clinical duties.
18331,E0,Emotional support and advocacy rely on real-time human presence and empathy.
18348,E0,Evaluating family coping requires face-to-face communication and observation.
18328,E0,Therapeutic and diagnostic procedures demand physical performance.
18345,E0,Assisting in invasive procedures is manual and cannot be halved by text assistance.
18353,E2,"An LLM-based staffing and oversight tool could generate shift reports and feedback, but stand-alone chat gives limited benefit."
18347,E0,Detecting faulty equipment involves physical inspection and testing.
18342,E1,"The LLM can turn rough notes into complete, standardized care‐plan documentation quickly."
18343,E1,Typing relevant data into chat lets the LLM apply nutrition-risk criteria and produce a risk assessment in seconds.
18336,E0,Psychosocial assessment hinges on direct conversation and observation.
18325,E1,"The LLM can rapidly list age-specific considerations and suggest plan adjustments, saving significant planning time."
18350,E1,"The LLM can summarize research articles, draft abstracts, and prepare CE materials, halving prep time."
18351,E1,Drafting and revising protocols is largely a writing task that an LLM can accelerate.
18349,E2,"Scheduling tools that use an LLM to prepare agendas, summaries, and follow-ups could halve conference coordination time."
18326,E0,Post-mortem care is entirely hands-on.
18352,E1,"Creating lesson plans, slide decks, or evaluations is text generation the LLM can handle quickly."
18346,E0,Physically returning equipment to storage cannot be sped up meaningfully by an LLM.
18418,E1,"The physician can paste shorthand or bullet-point notes from the visit into the chat and have the LLM expand them into a well-structured, complete history much faster than writing it out manually."
18412,E0,Patient education is delivered face-to-face and tailored in real time to questions and demonstrations; a stand-alone chat LLM does not appreciably shorten that in-person interaction.
18413,E0,Advising patients about exercise or nutrition likewise happens in a live clinical conversation requiring personal interaction and judgment; a chat LLM cannot cut that time in half.
18410,E0,Physical examinations and physiological tests require hands-on skills and equipment; text assistance alone offers no meaningful time savings.
18409,E0,"Physically dispensing or prescribing natural medicines is governed by regulation and patient interaction; the LLM cannot perform or meaningfully speed up this manual, legally controlled act."
18411,E0,Interviewing patients is an in-person dialogue that the clinician must conduct; a chat interface cannot replace or halve the time of the live interview.
18414,E1,"The clinician can enter summarized findings into the LLM and receive differential diagnoses or draft assessment notes, reducing charting and reasoning time by well over half."
18408,E0,Administering the listed physical therapies is a manual activity that a text model cannot help perform or expedite.
18420,E1,"The LLM can draft referral letters, consultation summaries, and concise information packets, speeding up the documentation side of professional consultations."
18407,E2,"Ordering imaging generally occurs inside an EHR; with additional LLM-enabled software that auto-fills requisition forms, time could be halved, but the chat model alone cannot."
18406,E1,"The LLM can quickly summarize new research papers, generate study notes, and quiz the physician, cutting self-study and continuing-education prep time by more than half."
18424,E0,"Obtaining outside records involves contacting other offices, authorizations, and logistics that a chat LLM cannot meaningfully accelerate by itself."
18423,E0,Giving immunizations and conducting physical screenings are hands-on clinical tasks; text assistance does not shorten the procedure time materially.
18415,E0,Venipuncture is a manual skill; the LLM cannot perform or substantially speed up the blood-draw process.
18422,E1,"The physician can paste health-agency bulletins into the LLM for rapid summarization and extraction of key updates, halving monitoring time."
18405,E0,Manual mobilizations and high-velocity adjustments require physical execution; text help provides no time savings.
18417,E1,"The LLM can draft prescriptions and associated notes once the clinician decides on the drug, reducing documentation time by more than half."
