task_id,label,explanation
22028,E1,"Creating/interpreting drawings and schematics for communication is largely conceptual and textual; an LLM can help interpret requirements, describe designs, and generate notes, though not operate CAD directly."
22029,E1,"Designing plant layouts is partly spatial but heavily planning- and constraint-based; an LLM can help generate layout concepts, material-flow logic, and documentation, reducing design iteration time."
22030,E1,"Developing manufacturing infrastructure is planning and process design; an LLM can assist with requirements definition, process mapping, risk analysis, and documentation."
22031,E1,Developing/implementing programs to address production/materials/safety/quality issues is largely policy and procedure design; an LLM can help analyze problems and draft program documents.
22032,E1,"Developing production, inventory, or QA programs is text- and logic-heavy; an LLM can help design workflows, rules, and documentation."
22033,E1,"Designing sustainable manufacturing technologies involves research synthesis and conceptual design; an LLM can propose options, compare tradeoffs, and draft plans and justifications."
22034,E1,"Identifying improvement opportunities in automation equipment is analytical; an LLM can help analyze performance data (as described), brainstorm improvements, and structure evaluations."
22035,E0,Monitoring and adjusting production processes/equipment is real-time operational work; an LLM cannot directly monitor or adjust machinery.
22036,E0,"Overseeing equipment start-up, characterization, and qualification is on-site technical work; an LLM can help with protocols but not halve the time of the physical oversight."
22037,E0,Overseeing or inspecting production processes is primarily in-person observation and judgment on the floor; an LLM cannot perform this directly.
22038,E1,"Preparing layouts/drawings/sketches with CAD is design/documentation work; an LLM can help define requirements, suggest configurations, and generate descriptions or notes, speeding the drafting process."
22039,E1,"Preparing SOPs, batch records, inventory and productivity reports is text and data work; an LLM can draft, format, and refine these documents quickly."
22040,E1,"Providing advice or training can be supported by LLM-generated training materials, explanations, examples, and Q&A content, reducing prep and delivery effort."
22041,E1,"Recommending corrective/preventive actions is analytical and documentation-heavy; an LLM can help analyze issues, suggest CAPA options, and draft action plans."
22042,E1,Selecting cleaning materials/tools/equipment is a research and comparison task; an LLM can synthesize options and criteria based on described requirements.
22043,E1,"Selecting material quantities and processing methods is planning and calculation; an LLM can help with methods selection logic, rough calculations, and documentation."
22044,E0,Setting up and operating production equipment is hands-on shop-floor work; an LLM cannot directly perform or substantially speed the physical operations.
16807,E1,"LLMs can help structure templates, standardize terminology, and draft or QC written/typed records and data annotations, cutting documentation time substantially, though actual data entry from instruments is still manual."
16813,E1,"Experiment design, protocol drafting, and textual interpretation of results are largely text- and reasoning-based; an LLM can propose designs, controls, and interpretations, though physical execution remains human."
23904,E1,"Grant writing is heavily textual; an LLM can help outline, draft, edit, and tailor sections to calls and review criteria, reducing time by more than half while the scientist supplies content and strategy."
16805,E0,These are hands-on wet-lab procedures requiring physical manipulation of samples and instruments; an LLM can advise on protocols but cannot halve the time of actual execution.
16815,E1,"Conceptual research planning, literature-based reasoning, hypothesis generation, and interpretation of cellular mechanisms are text-based and can be substantially accelerated by an LLM."
23905,E1,"Writing and revising reports, manuscripts, and presentations is primarily text generation and editing; an LLM can draft sections, improve clarity, and suggest structures, greatly reducing effort."
16808,E1,"Preparing lectures, assignments, explanations, and feedback is text-heavy; an LLM can generate teaching materials, examples, and explanations, significantly reducing prep time."
16810,E1,"Planning schedules, drafting SOPs, prioritization schemes, and communication for lab organization are text/logic tasks where an LLM can assist with plans, checklists, and documentation."
16814,E1,"Data compilation and analysis planning (e.g., choosing tests, structuring analyses, interpreting trends) and redesigning experiments can be supported by an LLM given the summarized data."
16809,E1,"Evaluating new technologies conceptually (reading specs, comparing methods, drafting evaluation criteria) is text-based; an LLM can summarize, compare, and highlight pros/cons from provided info."
16804,E1,"Providing scientific direction involves reasoning about models, study design, and documentation; an LLM can help draft study plans, risk assessments, and rationales, though decisions remain human."
16802,E0,"Supervising personnel involves ongoing interpersonal management, observation, and in-person feedback; an LLM can help with written policies or emails but cannot halve the core supervisory work."
16806,E0,"Monitoring and operating specialized equipment is a physical, instrument-facing task; an LLM can offer troubleshooting advice but not materially reduce the time to operate instruments."
16816,E1,"Applied research planning, hypothesis generation, and interpretation are text- and reasoning-based; an LLM can help design studies, draft protocols, and interpret summarized results."
16799,E1,"Developing procedural guidelines (e.g., for virus management) is a policy/SOP drafting task; an LLM can generate and refine guideline documents from constraints and best-practice inputs."
16811,E1,"Designing assays (concept, readouts, controls, workflow) is largely conceptual and textual; an LLM can propose designs, controls, and optimization strategies based on described constraints."
16800,E1,"Coordinating research across fields involves written communication, summaries, and planning; an LLM can draft emails, summaries, and integration documents, reducing coordination overhead."
16796,E1,"Verifying use of resources is largely analytical and documentation-based; an LLM can help structure tracking sheets, summarize spending/usage narratives, and flag inconsistencies from text inputs."
16798,E1,"Evaluating supplies/equipment conceptually (fit to protocols, spec comparisons, criteria lists) is text-based; an LLM can help compare options and draft evaluation notes from provided specs."
16797,E1,"Proposals, market analyses (from provided data), experimental design, and launch documentation are text-heavy; an LLM can assist with drafting, analysis narratives, and communication."
16801,E1,"Conferring with vendors includes preparing questions, comparing quotes/specs, and documenting decisions; an LLM can draft emails, comparison tables, and negotiation talking points."
16812,E1,"Designing databases (schema, fields, relationships) for mutagenesis libraries is a conceptual and coding/text task; an LLM can propose schemas and even generate example SQL or data models."
18618,E1,"Drafting and refining written/oral reports, structuring content, and generating text for figures, captions, and appendices can be substantially accelerated with an LLM."
9104,E1,"The LLM can help design study plans, draft protocols, suggest methods, and document investigations, though physical data collection still requires humans."
9108,E1,"While instruments collect data, the LLM can write code or spreadsheet formulas to process, graph, and summarize measurements, cutting time significantly."
9116,E1,"Research synthesis, drafting papers, outreach materials, and presentations about conservation can be largely supported by the LLM."
9102,E1,"The LLM can help draft work plans, role descriptions, emails, meeting agendas, and performance documentation, aiding coordination and supervision tasks."
9105,E1,"Literature review, conceptual framing, and drafting analyses on flood/drought risk, water quality, and habitat impacts are text-heavy and well supported by an LLM."
9107,E1,Applying findings involves interpretation and communication; the LLM can help analyze text-based results and draft mitigation strategies and reports.
9100,E1,"Studying and documenting water quantities and distribution relies heavily on data interpretation and written documentation, which the LLM can assist with."
9112,E0,"Installing, maintaining, and calibrating instruments is hands-on technical work; an LLM can offer guidance but cannot halve the time of physical tasks."
18617,E1,"Developing hydrologic prediction models involves coding, algorithm selection, and documentation, all of which an LLM can substantially accelerate."
9115,E1,"Analyzing physical aspects of earth systems in hydrology is largely conceptual and analytical; the LLM can assist with theory, synthesis, and write-ups."
9119,E1,Evaluating research data and drafting impact assessments and planning recommendations are text- and analysis-heavy tasks well suited to LLM support.
9106,E0,"Collecting and handling water samples is physical lab/field work; while the LLM can help with protocols and interpretation, it cannot halve total task time."
9103,E1,"Preparing hydrogeologic evaluations is primarily analytical and report-based; the LLM can help structure analyses, interpret text-based data, and draft reports."
9113,E1,Evaluating data and writing feasibility recommendations for municipal projects is largely conceptual and written work that an LLM can speed up.
9111,E1,Developing or modifying study methods is a design and documentation task; the LLM can propose methodological frameworks and draft protocols.
9118,E1,Reviewing site plans/permits and drafting recommendations and justifications is document-heavy; the LLM can assist with analysis and writing.
9120,E0,Monitoring field work and enforcing rules involves on-site observation and interaction; an LLM can aid with written guidance but not halve overall time.
9110,E1,Answering technical questions and drafting clear explanations or guidance for contractors/public can be significantly accelerated with LLM-generated text.
9123,E1,"Investigating cryospheric properties involves analysis and reporting; the LLM can help with literature synthesis, conceptual modeling, and documentation."
9114,E1,"Conducting climate assessments and studying storms involves data analysis and report writing, both of which an LLM can substantially support."
9121,E1,"Administering well-sealing programs includes drafting policies, forms, notices, and reports, which an LLM can help produce and standardize."
9109,E1,"Investigating complaints/conflicts and preparing draft orders is largely information synthesis and writing, well suited to LLM assistance."
9117,E1,"Designing civil works and supervising construction includes substantial design documentation, specifications, and reports that an LLM can help draft."
9122,E3,"Compiling hydrologic information for charts/maps and predicting conditions is text- and image-based; with image capabilities, the system can read maps/figures and help generate or annotate them, significantly reducing time."
18270,E1,"Data management and analysis workflows (schema design, cleaning plans, statistical methods, interpretation) can be designed, documented, and partially automated with LLM help, cutting time substantially."
18256,E1,"Choosing methods, writing scripts (e.g., Python/R for stats, image analysis, GIS automation), and interpreting outputs are text/code-heavy tasks where an LLM can halve effort."
18258,E1,"Deciding how to integrate heterogeneous geospatial datasets, designing ETL pipelines, and writing transformation code or documentation are well-suited to LLM assistance."
18260,E1,"Designing folder structures, metadata standards, naming conventions, and scripts for organizing/maintaining geospatial data and documentation can be largely drafted by an LLM."
18265,E1,"Determining formats, preprocessing steps, and writing scripts to compile/format imagery (e.g., mosaicking, reprojection, tiling) are text/code tasks where an LLM can accelerate work."
18259,E1,"Drafting, editing, and structuring technical reports and presentations, including explaining methods and results, is a core LLM strength and can more than halve writing time."
18267,E1,"Preparing talking points, technical explanations, and written summaries for discussions about goals, equipment, and methods can be sped up significantly with LLM support."
18261,E3,"Image-capable LLMs can help design classification workflows, suggest preprocessing, review example imagery, and generate/critique code for land cover mapping, reducing effort."
18262,E1,"Strategy design for data collection, analysis, and visualization is largely conceptual and text-based; an LLM can propose options, compare tradeoffs, and draft plans."
18257,E1,"Schema design, documentation, and generation of SQL/NoSQL/geo-database code for remote sensing databases are text/code tasks where an LLM can substantially reduce time."
18264,E2,"Collecting supporting climatic or field data is partly physical/coordination work, but an LLM-powered system that searches and harmonizes external datasets could halve effort."
18271,E2,"Monitoring data quality involves logs, dashboards, and sensor metadata; an LLM-based tool integrated with these systems could flag issues and suggest procedural changes."
18277,E1,"Creating training materials, step-by-step guides, quizzes, and explanations for technicians is document-heavy and can be drafted and refined quickly with an LLM."
18276,E0,"Physically setting up and maintaining data collection systems (hardware, cabling, alignment) is hands-on; an LLM offers only marginal help beyond manuals."
18263,E1,"Directing implementation and enhancement of hardware/software involves planning, documentation, and communication, all of which can be drafted and refined with LLM assistance."
18273,E1,"Summarizing literature, extracting key points from papers, and preparing notes from seminars are core LLM uses and can more than halve the time to stay current."
18266,E1,"Conceptual research design, literature synthesis, method comparison, and drafting research proposals/papers are text-based and can be significantly accelerated by an LLM."
18275,E2,Recommending hardware/software requires up-to-date product info and organizational constraints; an LLM-based tool with web/enterprise data access could streamline evaluation.
19774,E3,"Using imagery for forest/carbon tracking involves image interpretation plus modeling; an image-capable LLM can help design workflows, inspect example scenes, and draft code."
18268,E1,"Designing automated routines for artifact correction (e.g., vegetation masking) is algorithmic and code-heavy; an LLM can propose approaches and generate/refine scripts."
18269,E1,"Developing new analytical techniques or sensor concepts is largely theoretical and design-focused; an LLM can assist with brainstorming, formalization, and documentation."
18274,E0,"Participating in fieldwork (travel, on-site measurements, equipment handling) is physical and location-dependent; an LLM cannot halve the time required."
19773,E3,"Applying remote sensing to environmental issues (e.g., water modeling, dust detection) combines imagery, models, and reporting; image-capable LLMs can aid workflow and code design."
18272,E0,"Directing installation/testing of new hardware/software includes substantial on-site, physical coordination and real-time decisions where chat-based LLM help is limited."
5606,E1,"LLMs can draft, organize, and standardize record entries, templates, and summaries, cutting time spent on documentation, though final data entry and compliance checks remain human."
18627,E1,"Much of this counseling involves information, options, and planning that can be text-based; an LLM can generate tailored course plans, schedules, and study strategies, significantly reducing prep and follow-up time, though live counseling remains human."
5608,E0,"Crisis intervention is highly time‑sensitive, relational, and in-person; an LLM cannot safely replace or halve the time of real-time de‑escalation and support."
23990,E1,"For non‑crisis counseling, an LLM can help structure sessions, suggest questions, summarize issues, and propose strategies or resources, reducing prep and documentation time, but the core therapeutic interaction is human."
5631,E1,Reviewing transcripts against requirements and drafting recommendation letters are text- and rule-based; an LLM can assist with requirement checks (given rules) and generate strong letter drafts.
5611,E1,"The LLM can generate individualized encouragement messages, exploration activities, and follow-up plans, reducing time spent designing and writing materials while the counselor delivers them."
23991,E1,"Given student information and local resource lists, an LLM can suggest appropriate referral types and draft referral communications, though the counselor makes final decisions."
5632,E1,"Matching interests/aptitudes to degree programs is largely information and reasoning; an LLM can propose program lists and rationales, speeding up the recommendation process."
18625,E1,"The LLM can help interpret test results, structure interview questions, and summarize abilities/interests/personality profiles, reducing analysis and write-up time."
5616,E2,"Up-to-date program, admission, and financial aid info requires integrated, current databases; an LLM-powered system with retrieval could quickly surface and personalize accurate information."
5621,E1,"For follow-up, an LLM can generate structured interview guides, summarize prior notes, and draft follow-up documentation, cutting prep and write-up time."
5626,E1,"The LLM can create lesson plans, examples, practice exercises, and feedback templates for resumes, applications, and interviews, substantially reducing preparation effort."
5625,E1,"Given student data and known service categories, an LLM can help structure needs assessments and suggest likely assistance types and draft referrals, though eligibility decisions remain human."
18631,E1,"Planning programs and events is logistics- and text-heavy; an LLM can draft plans, timelines, promotional materials, and evaluation forms, reducing planning/documentation time."
18630,E0,"Attending meetings, conferences, and serving on committees is inherently in-person/interactive; an LLM can help with prep but cannot halve the time spent attending."
5619,E1,"The LLM can draft lesson plans, slides/text, activities, and handouts for classes and sessions on education and career planning, significantly reducing prep time."
5624,E1,"Orientation programs and group conferences require substantial planning and materials; an LLM can design agendas, scripts, and handouts, cutting preparation time."
5627,E1,"The LLM can draft speeches, presentations, and FAQs explaining counseling services, reducing the time needed to prepare for these addresses."
5623,E1,"Report writing is text-based; an LLM can generate structured reports from counselor notes and data, substantially reducing drafting time."
5630,E1,"The LLM can compile and format information for teachers/staff, draft guidance documents, and tailor messages about employment opportunities, reducing manual writing and curation."
18628,E1,"Collaboration itself is human, but an LLM can help analyze program data, draft proposals, and generate schedule options, reducing the time spent on design and documentation."
18634,E1,"Recruitment/enrollment activities involve planning, messaging, and materials; an LLM can draft outreach content, FAQs, and event plans, cutting prep time."
18626,E0,"Identifying abuse/family problems and encouraging help-seeking is sensitive, relational, and often in-person; an LLM cannot safely replace or halve the time of this core human work."
18624,E0,"Conferencing with parents, teachers, and others is interactive and relationship-based; while an LLM can help with notes and prep, it cannot halve the time spent in these meetings."
5633,E1,"The LLM can design curricula, activities, and materials for prevention and conflict-resolution classes, reducing preparation and documentation time."
5634,E0,"Providing physical assistive devices, technology setup, and facility access is hands-on and environment-specific; an LLM offers limited time savings on the core physical tasks."
18632,E0,Establishing and enforcing behavior policies involves institutional decision-making and real-time enforcement; an LLM can draft policy language but cannot halve the overall time spent implementing and enforcing.
18635,E1,"Supervising and training staff involves documentation, feedback, and planning; an LLM can help draft training materials, evaluation rubrics, and feedback summaries, reducing prep and write-up time."
5636,E1,"Interviewing clients is human, but an LLM can generate structured interview guides, prompts, and post-interview summaries, reducing preparation and documentation time."
5629,E2,Compiling and studying occupational/educational/economic information benefits from up-to-date data and search; an LLM-based system with retrieval could quickly aggregate and summarize relevant information.
18633,E1,"Establishing employer contacts is relational, but an LLM can draft outreach emails, talking points, and tracking templates, reducing the time spent on communication and organization."
5637,E1,"Designing and supervising peer programs requires policies, training materials, and communication; an LLM can draft these artifacts and help structure the program, cutting prep time."
18629,E0,Observing students in classrooms/play is inherently in-person and time-bound; an LLM cannot reduce the time required for direct observation.
5639,E1,"Given candidate profiles and employer/service lists, an LLM can suggest matches and draft referral communications, reducing the time spent on matching and documentation."
5640,E0,"Sponsoring extracurriculars involves in-person supervision, event attendance, and relationship-building; an LLM can help with some planning but not enough to halve total time."
18491,E1,"Drafting affidavits and legal correspondence and organizing electronic files can be largely done via text generation, editing, and instructions to structure and label documents; the human then finalizes and handles any physical filing."
23994,E1,"Preparing, editing, and reviewing legal documents is heavily text-based; an LLM can draft, revise, and suggest edits to briefs, pleadings, contracts, etc., cutting human drafting and review time by more than half, with the paralegal doing final checks."
21062,E2,"Fact and legal investigation relies on searching many external, up-to-date sources (public records, internet, legal databases); an LLM alone can help structure research and analyze found text, but real gains require integrated research tools that fetch and summarize sources."
18492,E0,"Organizing exhibits for trial is largely physical/logistical (handling physical evidence, labeling, arranging binders or boards); an LLM offers limited help beyond generic checklists and thus cannot reliably cut time by half."
18493,E0,"Meeting with clients and professionals is an interpersonal, real-time interaction task; an LLM might help prepare questions or summaries, but it does not substantially reduce the time spent in the meetings themselves."
1636,E2,"Gathering and analyzing statutes, decisions, and articles requires access to legal research databases and current law; an LLM can help interpret and synthesize text once obtained, but major efficiency gains need a system that integrates retrieval and summarization."
18494,E0,"Filing pleadings with court clerks involves following specific court procedures, physical or e-filing steps, and in-person or portal interactions; an LLM can help prepare documents but not significantly reduce the time of the filing act itself."
1639,E0,"Directing and coordinating law office activity, including arranging delivery of subpoenas, is primarily scheduling, communication, and logistics with people and services; an LLM offers only light assistance (templates, checklists) and cannot halve the coordination workload."
1638,E0,"Calling upon witnesses to testify involves contacting people, scheduling, and managing attendance; while an LLM can draft outreach messages, the core time is in human communication and coordination, which it cannot reduce by half."
18496,E2,"Arbitrating disputes and assisting in closings require judgment, negotiation, and use of current records (e.g., title searches); an LLM can help draft settlement language and explain issues, but substantial time savings would come from specialized tools integrated with title and case systems."
1642,E0,"Appraising and inventorying property for estate planning requires inspection, valuation judgments, and interaction with clients and records; an LLM has minimal impact beyond generic templates and cannot halve the time."
1641,E2,"Keeping a law library up-to-date is mainly about tracking new volumes and updates; with an LLM integrated into catalog and publisher systems, it could help identify gaps and needed updates, but the LLM alone (without such integration) offers limited direct time savings."
6378,E1,"The LLM can draft rubrics, suggest grades and feedback on essays/problem sets, and standardize comments, cutting grading time substantially, though the instructor makes final judgments."
6379,E0,"Live classroom discussion requires in‑person moderation, reading the room, and real‑time interpersonal management; an LLM via chat cannot directly halve the time or effort."
20104,E1,"The LLM can outline lectures, generate examples, clarify arguments, and draft slides or speaking notes on ethics, logic, and religious thought, greatly reducing prep time; delivery itself is still human."
6382,E1,"The LLM can help design exam questions, solutions, rubrics, and even assist in grading written responses, significantly reducing time spent creating and marking exams."
6381,E1,"The LLM can draft syllabi, assignment prompts, reading schedules, and handouts based on course goals and constraints, cutting preparation time by more than half."
6383,E2,"Staying current involves reading large volumes, conferences, and conversations. An LLM-powered system with literature search and summarization could greatly speed this, but the base LLM alone (no retrieval) is less transformative."
6384,E0,Maintaining records is mostly data entry and use of institutional systems; an LLM via chat does not directly interface with those systems or halve the time.
20105,E1,"For articles and books, the LLM can help with outlining, drafting sections, revising prose, and formatting references, substantially reducing writing and editing time while the scholar provides ideas and final judgment."
6390,E2,"Departmental administration involves meetings, negotiations, and institutional systems. LLM-based tools integrated with calendars, email, and documents could help, but chat alone offers only modest gains."
6389,E1,"For conceptual/philosophical research, the LLM can help brainstorm arguments, structure papers, refine writing, and simulate objections/replies, significantly reducing time on drafting and revising (though not on core thinking)."
6385,E1,"The LLM can propose curriculum structures, map learning outcomes to topics, suggest readings/assignments, and critique existing syllabi, making planning and revision much faster."
6386,E0,"Office hours are primarily interpersonal, context‑rich conversations and mentoring; an LLM cannot replace or halve the time of the in‑person advising sessions themselves."
6388,E1,"The LLM can draft advising emails, generate degree plans, summarize program requirements, and provide career‑path information, reducing prep and follow‑up time for academic/career advising."
6396,E1,"The LLM can help design supervision plans, comment on drafts, suggest research directions, and generate feedback language, reducing the time spent on the textual/analytical parts of supervision."
6387,E1,"The LLM can suggest textbooks and materials based on course goals, level, and topics, and help compare options using provided descriptions, reducing search and evaluation time."
6392,E1,"For collaborative teaching/research issues, the LLM can draft joint documents, meeting agendas, research proposals, and synthesize differing views, speeding the text‑based parts of collaboration."
6391,E2,"Committee work involves meetings, deliberation, and institutional politics. LLM-based tools integrated with documents and email could streamline drafting policies and minutes more than chat alone."
6395,E2,"Recruitment, registration, and placement involve events, systems, and direct interaction. LLM-powered institutional tools (chatbots, automated advising) could halve effort, but a standalone LLM chat is less impactful."
6394,E1,"The LLM can generate and format bibliographies, suggest additional readings, and categorize them by topic/level once given seed items or constraints, greatly reducing compilation time."
6393,E0,Participation in campus/community events is inherently in‑person and logistical; an LLM cannot substantially reduce the time spent attending and engaging.
6397,E0,"Advising student organizations requires meetings, relationship‑building, and event oversight; an LLM cannot directly halve the time of these interpersonal duties."
6398,E1,"The LLM can help identify fundable ideas, outline proposals, draft narrative sections, tailor text to calls, and revise for clarity, significantly reducing the time to produce grant proposals."
6673,E0,"Core instruction relies on real-time in-person interaction, classroom presence, and demonstrations; an LLM can help plan lessons but not cut in-person teaching time by half."
6674,E0,"Establishing and enforcing behavior rules is primarily in-person classroom management and discipline, which an LLM cannot directly perform."
6671,E0,"Physically preparing materials and the classroom (arranging equipment, setting up labs) is hands-on; LLM help with planning doesn’t halve the overall time."
6675,E0,"Observing and evaluating students’ behavior, development, and health requires in-person observation and judgment; LLM support is marginal."
6681,E1,"Designing systematic instructional plans, sequences, and materials for occupation-specific teaching can be substantially accelerated with LLM-generated plans, slides, and scripts."
6676,E0,Instructing and monitoring safe equipment use is largely physical supervision and real-time correction; LLM can’t replace that.
6682,E1,Drafting clear lesson/unit/project objectives and phrasing them for students is a text task where an LLM can more than halve preparation time.
6683,E1,"Creating and adapting computer-based and audio-visual materials (slides, scripts, handouts) is text/media design where an LLM can greatly speed content creation."
6688,E0,"Guiding and counseling students involves live interpersonal interaction, rapport, and context-specific judgment; LLM advice is supplementary."
6672,E2,"Record-keeping is constrained by school systems; LLM-integrated tools could auto-generate and summarize entries, halving time, but chat alone can’t."
6677,E1,Planning balanced instructional/demonstration/work-time activities and writing activity descriptions and prompts is a design/writing task well-suited to LLM assistance.
6678,E1,Drafting tests/assignments and creating rubrics and model answers is text generation where an LLM can significantly reduce prep time; grading open responses can also be sped up with LLM support.
6680,E1,Creating classwork/homework tasks and rubrics is text-based; LLMs can generate and adapt these quickly and assist with feedback on written work.
6679,E0,Enforcing policies and rules is in-person supervision and discipline; LLM can’t directly reduce the time spent doing this.
6703,E0,"Providing assistive devices, tech, and physical assistance accessing facilities is hands-on and situational; LLM has minimal impact on time."
6685,E0,"Encouraging perseverance and exploration is ongoing, relational classroom work; LLM can suggest strategies but not perform the core activity."
6695,E1,"Planning projects, field trips, guest speakers, and reflection activities is largely planning and writing; an LLM can draft plans, permission forms, and reflection prompts, cutting prep time."
6686,E0,"Conferring with parents, teachers, and administrators to resolve problems is live communication and negotiation; LLM can help draft emails but not halve total time."
6690,E1,"Staying informed about trends is largely reading and summarizing; an LLM can summarize articles and synthesize information, reducing time substantially."
6684,E1,"Planning and documenting work-experience programs (goals, tasks, evaluations, communication) is text-heavy; LLMs can draft agreements, logs, and reflection prompts."
6691,E0,Meetings to discuss individual students’ needs are synchronous interpersonal activities; LLM can help with notes but not cut meeting time by half.
6692,E1,"Designing remedial programs, differentiated materials, and step-by-step supports is a text and planning task where LLMs can generate tailored activities quickly."
6687,E1,Preparing course objectives and outlines following guidelines is structured writing; LLMs can draft and align these to standards efficiently.
6694,E0,Meeting with parents/guardians is in-person or live communication; LLM can help with prep and follow-up notes but not halve the meeting time.
6699,E1,"Drafting resumes, cover letters, and job-search materials and identifying placement options can be significantly sped up with LLM-generated documents and guidance."
6689,E0,"Selecting, ordering, storing, issuing, and inventorying supplies is largely logistical and physical; LLM help in choosing items is minor relative to total time."
6697,E0,"Sponsoring extracurriculars involves in-person supervision, events, and meetings; LLM can help with planning but not halve the overall time commitment."
6698,E1,"Developing, evaluating, and revising programs involves drafting documents, rationales, and analyses where LLMs can accelerate writing and synthesis."
6696,E0,"Attending meetings, conferences, and workshops is time-bound in-person participation; LLM can’t reduce attendance time."
6700,E1,"Planning and scheduling lessons collaboratively involves creating written plans and calendars; LLMs can draft and adjust plans quickly, reducing prep time."
6693,E1,Preparing narrative and tabular reports on students and activities is a writing/summarization task where LLMs can generate and format content from notes.
6701,E0,"Attending staff meetings and serving on committees is synchronous, in-person work; LLM can’t shorten the required attendance."
6702,E0,"Administrative duties like monitoring halls/cafeteria, bus loading, and library assistance are physical supervision tasks; LLM has negligible impact on time."
7631,E1,"Designing classification schemes, controlled vocabularies, and folder structures can be largely text-based; the LLM can propose taxonomies, naming conventions, and reorganization plans from descriptions of the collection, cutting design time substantially."
7633,E2,"Reference work involves live interaction and searching across large, often proprietary collections; an LLM-powered search and Q&A interface over the archive could greatly speed answering user queries, beyond what a standalone chat model can do."
7635,E1,"Writing and standardizing finding aids, scope and content notes, and item-level descriptions is text-heavy; the LLM can draft and refine descriptions from curator notes or partial metadata, significantly reducing manual writing time."
7630,E2,"Creating and maintaining archives/databases depends on specific systems, schemas, and large data; an LLM alone can help design schemas and write scripts, but integrated tools that connect to storage systems and automate ingestion/retrieval would be needed for >50% time savings."
7637,E1,"Drafting and revising access and use policies is a policy-writing task; the LLM can generate policy language, compare options, and align with described legal/organizational constraints, substantially reducing drafting time."
7634,E0,"Directing staff involves ongoing interpersonal management, scheduling, performance feedback, and in-person coordination; an LLM can offer advice or draft communications but cannot halve the time spent on real supervisory work."
7636,E0,"Preservation and copying to physical media require hands-on work with documents, film, tapes, and equipment; an LLM can advise on best practices but cannot materially reduce the time of the physical processes."
7639,E1,"Researching provenance and historical significance is largely text-based; the LLM can help interpret existing documentation, draft provenance notes, and synthesize secondary sources provided in text, speeding the write-up and analysis."
7638,E2,"Locating, acquiring, and displaying new materials involves market research, relationship-building, and system-wide searching; an LLM-powered discovery and recommendation tool over external catalogs and dealers could greatly accelerate this, beyond what a standalone model can do."
7632,E0,"Authentication and appraisal often require physical inspection, specialized tools, and high-stakes judgment; an LLM can provide general criteria but cannot reliably perform or halve the time of expert evaluation."
7641,E1,"Planning outreach programs, drafting tour scripts, workshop outlines, and promotional text is text-centric; the LLM can generate curricula, schedules, and materials from goals and constraints, significantly reducing preparation time."
7640,E1,"Specializing in a topic and researching what to retain/acquire is primarily conceptual and text-based; the LLM can synthesize literature, compare items against stated collection priorities, and draft justifications, speeding the research and decision-support process."
7642,E1,"Selecting and editing documents for publication/display involves curatorial judgment plus intensive text editing and captioning; the LLM can propose selections based on criteria, draft exhibit text, and refine language and presentation, cutting the editorial workload substantially."
1764,E1,"Drafting responses, FAQs, and talking points is text-based; the LLM can generate and refine replies and suggest who should speak, cutting time substantially, though the human still sends/approves."
20555,E1,"Strategy documents, messaging frameworks, and program communication plans are text; the LLM can propose structures, messaging, and drafts, greatly speeding planning."
23951,E1,"Writing and revising posts, calendars, and updates is text-focused; the LLM can draft copy, variations, and repurposed content, while the human schedules and posts."
20554,E1,"Press releases and media communications are classic LLM tasks; it can draft, edit, and tailor releases to outlets, with the human handling approvals and distribution."
1765,E1,"Relationship-building is human, but the LLM can draft outreach emails, talking points, follow-up notes, and stakeholder maps, cutting prep and documentation time."
1770,E1,Identifying trends and interests from provided materials and drafting briefing notes or recommendations is text-based; the LLM can synthesize and propose advice quickly.
1772,E1,"Coaching involves guidance, scripts, and feedback; the LLM can create training materials, Q&A scripts, and critique draft statements, reducing prep and iteration time."
1769,E1,"Studying objectives and policies and turning them into PR strategies is largely analytical writing; the LLM can propose strategy options, key messages, and plans from inputs."
20557,E1,"Drafting and editing newsletters and reports is directly in scope; the LLM can generate articles, headlines, summaries, and perform edits per style guidelines."
1768,E1,"While logistics are human-run, the LLM can ideate event concepts, draft event briefs, invitations, and promotional copy, significantly reducing planning/writing time."
1775,E2,"The LLM can help design surveys, analyze provided results, and draft reports, but major gains come from tools that ingest large datasets and automate analysis/reporting."
19811,E1,"Developing plans and materials about environmental/safety/social initiatives is communication-heavy; the LLM can draft narratives, FAQs, and campaign concepts from inputs."
1767,E1,"Coordination is interpersonal, but the LLM can draft creative briefs, timelines, and specs, and translate PR goals into written guidance for production/support teams."
1771,E1,"Consulting with agencies involves written briefs, campaign concepts, and feedback; the LLM can draft briefs, evaluate copy, and suggest campaign ideas and messaging."
1773,E1,"Speechwriting is a core LLM use case; it can draft, revise, and tailor speeches to audiences and formats, with the human refining delivery and final tone."
19809,E1,"Coordinating public responses is time-sensitive communication; the LLM can draft holding statements, Q&As, and scenario-based responses from provided incident details."
19810,E1,"Developing marketing campaigns is concept and copy work; the LLM can propose positioning, messaging, campaign ideas, and draft materials for environmental offerings."
1774,E2,"Purchasing ad space/time requires using external platforms, rates, and schedules; an LLM-based tool integrated with buying systems could optimize and automate much of this."
7720,E1,"The LLM can help brainstorm sound aesthetics, translate creative direction into technical terms, and draft communication plans, cutting the time spent aligning on “desired sound,” though in‑room listening and negotiation still require humans."
