task_id,sonnet_C,sonnet_D,sonnet_R,gpt_C,gpt_D,gpt_R,gemini_C,gemini_D,gemini_R,consensus_C,consensus_D,consensus_R,dispute_axes
14313,C2,D0,R2,C2,D0,R2,C2,D0,R2,C2,D0,R2,
14314,C2,D0,R2,C2,D0,R2,C2,D0,R2,C2,D0,R2,
14315,C0,D0,R0,C1,D0,R0,C0,D0,R0,C0,D0,R0,
14316,C2,D0,R2,C2,D0,R2,C2,D0,R2,C2,D0,R2,
14317,C1,D1,R2,C1,D1,R2,C1,D1,R2,C1,D1,R2,
14318-1,C2,D3,R2,C2,D3,R2,C2,D3,R2,C2,D3,R2,
14318-2,C2,D3,R2,C2,D3,R2,C2,D3,R2,C2,D3,R2,
14318-3,C0,D0,R0,C0,D0,R0,C0,D0,R0,C0,D0,R0,
14319,C1,D3,R2,C1,D3,R2,C1,D3,R2,C1,D3,R2,
14320-1,C1,D3,R2,C1,D3,R2,C1,D3,R2,C1,D3,R2,
14320-2,C1,D3,R2,C1,D2,R2,C1,D3,R2,C1,D3,R2,
14321,C0,D3,R0,C0,D2,R0,C0,D3,R0,C0,D3,R0,
14322,C2,D0,R2,C2,D0,R2,C2,D0,R2,C2,D0,R2,
14323,C1,D2,R2,C1,D2,R2,C1,D2,R2,C1,D2,R2,
14324,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
14325,C1,D3,R2,C1,D3,R2,C1,D3,R2,C1,D3,R2,
14326,C1,D2,R2,C1,D2,R2,C1,D2,R2,C1,D2,R2,
14327,C1,D3,R2,C1,D3,R2,C1,D3,R2,C1,D3,R2,
14328,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
14329-1,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14329-2,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14329-3,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14330,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14331,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14332,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
14333,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14334-1,C1,D3,R0,C2,D3,R0,C1,D3,R0,C1,D3,R0,
14334-2,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14335,C0,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
14336,C1,D3,R0,C1,D2,R0,C1,D3,R0,C1,D3,R0,
14337,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14338-1,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14338-2,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14339,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14340,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
14341,C1,D3,R0,C2,D3,R0,C1,D3,R0,C1,D3,R0,
14344-1,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14344-2,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14345,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14346,C1,D3,R0,C2,D3,R0,C1,D3,R0,C1,D3,R0,
14348,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14349,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14350,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14351-1,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14351-2,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14352,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14353,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14354,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
14355-1,C0,D2,R0,C0,D2,R0,C0,D2,R0,C0,D2,R0,
14355-2,C0,D2,R0,C0,D2,R0,C0,D2,R0,C0,D2,R0,
14356,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14357,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14358,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14359,C1,D2,R0,C2,D2,R0,C1,D3,R0,C1,D2,R0,
14360-1,C1,D2,R0,C1,D2,R0,C1,D3,R0,C1,D2,R0,
14360-2,C1,D2,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14360-3,C1,D2,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14361-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14361-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14362-1,C1,D2,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14362-2,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14363-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14363-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14364,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14365,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
14366,C0,D2,R0,C0,D2,R0,C0,D2,R0,C0,D2,R0,
14367,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14368,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14369,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14370-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14370-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14371-1,C1,D2,R0,C2,D2,R0,C1,D2,R0,C1,D2,R0,
14371-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14372,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14373-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14373-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14374,C1,D1,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14375,C0,D0,R0,C0,D0,R0,C0,D0,R0,C0,D0,R0,
14376-1,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14376-2,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14377-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14377-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14378,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14379,C2,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
14380,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14381,C1,D2,R0,C2,D2,R0,C2,D2,R0,C2,D2,R0,
14382,C2,D2,R0,C2,D2,R0,C2,D2,R0,C2,D2,R0,
14383-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14383-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14384-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14384-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14385-1,C1,D2,R0,C0,D2,R0,C1,D2,R0,C1,D2,R0,
14385-2,C1,D2,R0,C0,D2,R0,C1,D2,R0,C1,D2,R0,
14386,C2,D0,R0,C2,D1,R0,C2,D0,R0,C2,D0,R0,
14388,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14391,C1,D2,R0,C2,D3,R0,C1,D2,R0,C1,D2,R0,
14392,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14394,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14395,C2,D2,R0,C2,D2,R0,C2,D2,R0,C2,D2,R0,
14396-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14396-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14396-3,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14397,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14398,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14399,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14400,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14401,C1,D2,R0,C2,D3,R0,C1,D2,R0,C1,D2,R0,
14402,C0,D2,R0,C0,D2,R0,C0,D2,R0,C0,D2,R0,
14404-1,C1,D2,R0,C0,D2,R0,C1,D2,R0,C1,D2,R0,
14404-2,C1,D2,R0,C0,D2,R0,C1,D2,R0,C1,D2,R0,
14407,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14408,C2,D2,R0,C2,D2,R0,C2,D2,R0,C2,D2,R0,
14409,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14410,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14413,C1,D1,R0,C2,D1,R0,C1,D1,R0,C1,D1,R0,
14414,C1,D3,R0,C1,D2,R0,C1,D3,R0,C1,D3,R0,
14415-1,C1,D3,R0,C2,D3,R0,C1,D3,R0,C1,D3,R0,
14415-2,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14417,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14418,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14419,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14420,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14422-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14422-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14423,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14424,C0,D2,R0,C1,D2,R0,C0,D2,R0,C0,D2,R0,
14425,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14426,C1,D3,R0,C2,D3,R0,C1,D3,R0,C1,D3,R0,
14427,C1,D3,R0,C2,D3,R0,C1,D3,R0,C1,D3,R0,
14428,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14429,C0,D2,R0,C0,D0,R0,C0,D0,R0,C0,D0,R0,
14430,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14431,C0,D2,R0,C1,D2,R0,C0,D2,R0,C0,D2,R0,
14432,C2,D3,R0,C2,D3,R0,C2,D3,R1,C2,D3,R0,
14433,C1,D0,R0,C1,D0,R0,C1,D0,R2,C1,D0,R0,
14434,C2,D1,R2,C2,D1,R2,C2,D1,R2,C2,D1,R2,
14435,C1,D0,R2,C1,D0,R2,C1,D0,R2,C1,D0,R2,
14436,C2,D4,R3,C2,D4,R3,C2,D4,R3,C2,D4,R3,
14457,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
14458,C1,D4,R3,C2,D4,R3,C1,D4,R3,C1,D4,R3,
14459-1,C1,D1,R3,C2,D1,R3,C1,D1,R3,C1,D1,R3,
14459-2,C1,D1,R3,C2,D2,R3,C1,D1,R3,C1,D1,R3,
14460,C1,D2,R3,C1,D2,R3,C1,D2,R3,C1,D2,R3,
14461,C1,D3,R3,C1,D3,R3,C1,D3,R3,C1,D3,R3,
14462,C1,D1,R3,C1,D1,R3,C1,D1,R3,C1,D1,R3,
14463,C1,D1,R3,C2,D1,R3,C1,D1,R3,C1,D1,R3,
14464,C1,D3,R3,C1,D3,R3,C1,D3,R3,C1,D3,R3,
14465-1,C1,D2,R3,C1,D2,R3,C1,D2,R3,C1,D2,R3,
14465-2,C1,D2,R3,C1,D2,R3,C1,D2,R3,C1,D2,R3,
14465-3,C1,D2,R3,C1,D2,R3,C1,D2,R3,C1,D2,R3,
14467,C1,D2,R3,C1,D2,R3,C3,D2,R3,C1,D2,R3,
14468,C1,D3,R3,C1,D3,R3,C1,D3,R3,C1,D3,R3,
14469,C1,D3,R0,C2,D3,R3,C1,D3,R0,C1,D3,R0,
14470,C1,D2,R3,C1,D2,R3,C1,D2,R3,C1,D2,R3,
14471,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14472,C0,D3,R0,C0,D2,R0,C0,D3,R0,C0,D3,R0,
14473,C0,D3,R0,C0,D3,R0,C0,D3,R0,C0,D3,R0,
14474,C0,D0,R0,C0,D0,R0,C0,D0,R0,C0,D0,R0,
14475-1,C0,D1,R1,C0,D0,R0,C0,D1,R1,C0,D1,R1,
14475-2,C0,D0,R0,C0,D0,R0,C0,D0,R0,C0,D0,R0,
14476,C1,D1,R1,C1,D1,R1,C1,D1,R1,C1,D1,R1,
14477,C1,D3,R3,C1,D3,R3,C1,D3,R3,C1,D3,R3,
14479-1,C1,D3,R3,C1,D3,R3,C1,D3,R3,C1,D3,R3,
14479-2,C1,D2,R3,C1,D2,R3,C1,D2,R3,C1,D2,R3,
1448,C2,D0,R0,C2,D1,R0,C2,D0,R0,C2,D0,R0,
14480,C1,D2,R3,C1,D2,R3,C1,D2,R3,C1,D2,R3,
14481,C1,D2,R3,C1,D2,R3,C1,D2,R3,C1,D2,R3,
14482-1,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14482-2,C1,D3,R3,C1,D3,R3,C1,D3,R3,C1,D3,R3,
14483,C1,D1,R3,C1,D3,R3,C1,D1,R3,C1,D1,R3,
14484,C0,D3,R0,C0,D2,R0,C0,D3,R0,C0,D3,R0,
1451,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
14535,C2,D2,R3,C2,D2,R3,C2,D3,R3,C2,D2,R3,
14536-1,C1,D3,R3,C1,D2,R3,C1,D3,R3,C1,D3,R3,
14536-2,C1,D3,R3,C1,D2,R3,C1,D3,R3,C1,D3,R3,
14537,C2,D4,R3,C2,D4,R3,C2,D4,R3,C2,D4,R3,
14538,C2,D0,R3,C2,D1,R2,C3,D0,R3,C2,D0,R3,
14539-1,C2,D0,R3,C2,D1,R2,C2,D0,R3,C2,D0,R3,
14539-2,C2,D0,R3,C2,D1,R1,C2,D0,R3,C2,D0,R3,
1454,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
14540,C2,D3,R2,C2,D3,R0,C2,D3,R2,C2,D3,R2,
14541,C1,D3,R1,C1,D3,R0,C1,D3,R1,C1,D3,R1,
14542,C1,D1,R3,C1,D1,R0,C1,D1,R3,C1,D1,R3,
14543,C1,D3,R1,C1,D3,R0,C1,D3,R1,C1,D3,R1,
14544,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14545,C2,D0,R3,C2,D1,R2,C2,D0,R3,C2,D0,R3,
14546,C2,D4,R3,C2,D4,R3,C2,D4,R3,C2,D4,R3,
14547-1,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14547-2,C1,D3,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14548,C2,D1,R3,C2,D1,R0,,,R3,C2,D1,R3,
14549,C1,D3,R1,C1,D2,R0,C1,D3,R1,C1,D3,R1,
14550,C1,D3,R0,C2,D3,R0,C1,D3,R0,C1,D3,R0,
14552,C1,D1,R2,C1,D1,R2,C1,D1,R2,C1,D1,R2,
14553-1,C1,D1,R2,C1,D1,R2,C1,D1,R2,C1,D1,R2,
14553-2,C1,D1,R2,C1,D1,R2,C1,D1,R2,C1,D1,R2,
14554,C2,D3,R2,C2,D3,R2,C2,D3,R2,C2,D3,R2,
14555,C0,D0,R0,C1,D1,R0,C0,D0,R0,C0,D0,R0,
14556,C1,D3,R3,C1,D2,R3,C1,D3,R3,C1,D3,R3,
14557,C0,D0,R0,C0,D0,R0,C0,D0,R0,C0,D0,R0,
14558,C1,D2,R3,C1,D2,R3,C1,D2,R3,C1,D2,R3,
14559,C2,D2,R2,C2,D2,R2,C2,D2,R2,C2,D2,R2,
1456,C2,D0,R0,C2,D1,R0,C2,D0,R0,C2,D0,R0,
14560,C2,D3,R2,C2,D3,R2,C2,D3,R2,C2,D3,R2,
14561,C2,D3,R2,C2,D3,R0,C2,D3,R2,C2,D3,R2,
14562,C1,D3,R3,C1,D3,R3,C1,D3,R3,C1,D3,R3,
14563-1,C0,D3,R0,C0,D3,R0,C0,D3,R0,C0,D3,R0,
14563-2,C0,D3,R0,C0,D3,R0,C0,D3,R0,C0,D3,R0,
14564,C2,D1,R2,C2,D1,R2,C2,D1,R2,C2,D1,R2,
14565-1,C1,D3,R0,C0,D0,R0,C1,D3,R0,C1,D3,R0,
14565-2,C1,D3,R0,C1,D2,R0,C1,D3,R0,C1,D3,R0,
14566,C2,D0,R0,C2,D1,R0,C2,D0,R0,C2,D0,R0,
14567,C2,D3,R2,C2,D3,R2,C2,D3,R2,C2,D3,R2,
14568,C2,D3,R0,C2,D3,R0,C2,D3,R0,C2,D3,R0,
14569,C1,D3,R0,C2,D3,R2,C2,D3,R2,C2,D3,R2,
1457,C1,D3,R0,C2,D3,R0,C1,D3,R0,C1,D3,R0,
14570,C1,D3,R0,C2,D3,R2,C2,D3,R2,C2,D3,R2,
14572,C1,D3,R0,C2,D3,R2,C2,D3,R2,C2,D3,R2,
14573,C2,D3,R0,C2,D3,R2,C2,D3,R2,C2,D3,R2,
14574,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
14575,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
14577,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
14579,C2,D0,R0,C2,D0,R2,C2,D0,R2,C2,D0,R2,
1458,C2,D0,R0,C2,D1,R0,C2,D0,R0,C2,D0,R0,
14583-1,C1,D2,R0,C1,D3,R0,C1,D2,R0,C1,D2,R0,
14583-2,C1,D2,R0,C1,D3,R0,C1,D2,R0,C1,D2,R0,
14584,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14585,C1,D2,R2,C1,D2,R2,C1,D2,R2,C1,D2,R2,
14586,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14587,C1,D2,R0,C1,D3,R0,C1,D2,R0,C1,D2,R0,
14588-1,C0,D2,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14588-2,C0,D2,R0,C1,D3,R0,C1,D3,R0,C1,D3,R0,
14589-1,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14589-2,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
1459,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14590,C1,D2,R0,C1,D2,R0,C1,D2,R0,C1,D2,R0,
14591,C0,D1,R0,C1,D1,R0,C0,D1,R0,C0,D1,R0,
14592,C1,D3,R2,C1,D3,R2,C1,D3,R2,C1,D3,R2,
14593,C1,D2,R2,C1,D3,R2,C1,D2,R2,C1,D2,R2,
14594,C1,D2,R2,C1,D2,R2,C1,D2,R2,C1,D2,R2,
14595,C0,D3,R0,C0,D3,R0,C0,D3,R0,C0,D3,R0,
14596,C1,D1,R0,C1,D1,R0,C1,D1,R0,C1,D1,R0,
14597,C1,D2,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
14598-1,C1,D1,R0,C1,D1,R0,C1,D1,R0,C1,D1,R0,
14598-2,C0,D0,R0,C1,D0,R0,C0,D0,R0,C0,D0,R0,
14599,C1,D2,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
1460,C2,D2,R0,C2,D2,R0,C2,D2,R0,C2,D2,R0,
14600,C0,D0,R0,C1,D0,R0,C0,D0,R0,C0,D0,R0,
14601,C1,D2,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
14602,C1,D2,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
14603-1,C2,D2,R0,C2,D2,R2,C2,D2,R2,C2,D2,R2,
14603-2,C2,D0,R0,C2,D2,R2,C2,D0,R2,C2,D0,R2,
14604-1,C1,D3,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
14604-2,C1,D3,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
14605,C1,D3,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
14606,C1,D0,R0,C1,D0,R0,C0,D0,R0,C1,D0,R0,
14607,C1,D3,R0,C1,D3,R2,C1,D3,R2,C1,D3,R2,
14608,C0,D3,R0,C0,D3,R0,C0,D3,R0,C0,D3,R0,
14609-1,C1,D1,R0,C1,D1,R2,C1,D1,R2,C1,D1,R2,
14609-2,C1,D0,R0,C1,D1,R0,C1,D1,R0,C1,D1,R0,
1461,C1,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14610,C0,D0,R0,C0,D0,R0,C0,D0,R0,C0,D0,R0,
14611,C1,D0,R0,C1,D1,R0,C1,D0,R0,C1,D0,R0,
14612-1,C1,D2,R0,C1,D1,R0,C1,D2,R2,C1,D2,R0,
14612-2,C1,D2,R0,C1,D2,R0,C1,D2,R2,C1,D2,R0,
14613,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
14614,C2,D0,R0,C2,D1,R2,C2,D0,R2,C2,D0,R2,
14615-1,C1,D0,R0,C0,D0,R0,C1,D0,R0,C1,D0,R0,
14615-2,C1,D0,R0,C0,D0,R0,C1,D0,R0,C1,D0,R0,
14616-1,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
14616-2,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
14617-1,C1,D2,R0,C1,D3,R0,C1,D2,R2,C1,D2,R0,
14617-2,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
14618,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
14619,C1,D1,R0,C2,D1,R0,C1,D1,R2,C1,D1,R0,
1462,C1,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14620,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
14621,C1,D2,R0,C1,D2,R2,C1,D2,R2,C1,D2,R2,
14622,C1,D2,R0,C2,D2,R0,C1,D2,R2,C1,D2,R0,
14623,C3,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14624,C1,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14625,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14626,C4,D0,R0,C2,D0,R0,C4,D0,R0,C4,D0,R0,
14627,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14628,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14629,C3,D0,R0,C3,D0,R0,C3,D0,R0,C3,D0,R0,
1463,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14630,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14631-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14631-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14632,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14633,C3,D0,R0,C3,D0,R0,C3,D0,R0,C3,D0,R0,
14634-1,C1,D0,R0,C1,D1,R0,C1,D0,R0,C1,D0,R0,
14634-2,C2,D2,R0,C2,D2,R0,C2,D2,R0,C2,D2,R0,
14635,C3,D0,R0,C3,D0,R0,C3,D0,R0,C3,D0,R0,
14636,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14637-1,C3,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14637-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14638,C2,D0,R0,C2,D0,R0,,D0,,C2,D0,R0,
14639,C1,D0,R0,C1,D0,R0,,D0,,C1,D0,R0,
1464,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
14640,C2,D0,R0,C2,D0,R0,,D0,,C2,D0,R0,
14641-1,C1,D0,R0,C2,D0,R0,C2,D0,,C2,D0,R0,
14641-2,C1,D0,R0,C2,D1,R0,C2,D0,,C2,D0,R0,
14642-1,C2,D0,R0,C2,D0,R0,,D0,,C2,D0,R0,
14642-2,C2,D0,R0,C2,D0,R0,,D0,,C2,D0,R0,
14642-3,C1,D0,R0,C2,D0,R0,C2,D0,,C2,D0,R0,
14643-1,C1,D0,R0,C2,D0,R0,C2,D0,,C2,D0,R0,
14643-2,C1,D0,R0,C2,D1,R0,C2,D0,,C2,D0,R0,
14644,C1,D0,R0,C2,D0,R0,C2,D0,,C2,D0,R0,
14645-1,C2,D0,R0,C2,D0,R0,,D0,,C2,D0,R0,
14645-2,C2,D0,R0,C2,D0,R0,,D0,,C2,D0,R0,
14646,C2,D0,R0,C2,D0,R0,,D0,,C2,D0,R0,
14647,C2,D0,R0,C2,D0,R0,,D0,,C2,D0,R0,
14648,C1,D0,R0,C2,D0,R0,C2,D0,,C2,D0,R0,
14649,C2,D0,R0,C2,D0,R0,,D0,,C2,D0,R0,
1465,C1,D0,R0,C1,D0,R0,C1,D0,R0,C1,D0,R0,
14650,C1,D0,R0,C2,D0,R0,C2,D0,,C2,D0,R0,
14651,C2,D0,R0,C2,D0,R0,,D0,,C2,D0,R0,
14652,C1,D0,R0,C1,D2,R0,,D0,,C1,D0,R0,
14653,C2,D0,R0,C2,D0,R0,,D0,,C2,D0,R0,
14654,C1,D0,R0,C2,D0,R0,C2,D0,,C2,D0,R0,
14655-1,C1,D0,R0,C2,D0,R0,C2,D0,,C2,D0,R0,
14655-2,C1,D0,R0,C2,D1,R0,C2,D0,,C2,D0,R0,
14656,C1,D0,R0,C1,D2,R0,,D0,,C1,D0,R0,
14657-1,C2,D0,R0,C2,D0,R0,,,,C2,D0,R0,
14657-2,C2,D0,R0,C2,D1,R0,,D0,,C2,D0,R0,
14658-1,C2,D0,R0,C2,D0,R0,,D0,,C2,D0,R0,
14658-2,C2,D0,R0,C2,D1,R0,,D0,,C2,D0,R0,
14659,C2,D0,R0,C3,D0,R0,C2,D0,,C2,D0,R0,
1466,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14660,C1,D0,R0,C2,D0,R0,C2,D0,,C2,D0,R0,
14661-1,C1,D0,R0,C2,D0,R0,C2,D0,,C2,D0,R0,
14661-2,C1,D0,R0,C2,D1,R0,C2,D0,,C2,D0,R0,
14662,C1,D1,R0,C2,D1,R0,C2,,,C2,D1,R0,
14663-1,C2,D0,R0,C2,D0,R0,,D0,,C2,D0,R0,
14663-2,C2,D0,R0,C2,D1,R0,,D0,,C2,D0,R0,
14664,C2,D0,R0,C2,D0,R0,,D0,,C2,D0,R0,
14666,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14667,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14668,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14669,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
1467,C2,D1,R2,C2,D1,R2,C2,D1,R2,C2,D1,R2,
14670-1,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
14670-2,C2,D0,R0,C2,D0,R0,C2,D0,R0,C2,D0,R0,
